category,pathway,p_value,is_significant
num_types_fruit_Cat,ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle..g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,1,FALSE
num_types_fruit_Cat,ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle..g__Blautia.s__Blautia_wexlerae,1,FALSE
num_types_fruit_Cat,ARO.PWY..chorismate.biosynthesis.I,0.0360316862182336,TRUE
num_types_fruit_Cat,ARO.PWY..chorismate.biosynthesis.I.g__Bifidobacterium.s__Bifidobacterium_adolescentis,1,FALSE
num_types_fruit_Cat,ARO.PWY..chorismate.biosynthesis.I.g__Bifidobacterium.s__Bifidobacterium_longum,0.371093369522698,FALSE
num_types_fruit_Cat,ARO.PWY..chorismate.biosynthesis.I.g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,1,FALSE
num_types_fruit_Cat,ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis,0.0360316862182336,TRUE
num_types_fruit_Cat,ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.unclassified,0.371093369522698,FALSE
num_types_fruit_Cat,AST.PWY..L.arginine.degradation.II..AST.pathway.,1,FALSE
num_types_fruit_Cat,AST.PWY..L.arginine.degradation.II..AST.pathway..unclassified,1,FALSE
num_types_fruit_Cat,BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.chain.amino.acid.biosynthesis,0.0590582290905367,FALSE
num_types_fruit_Cat,BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.chain.amino.acid.biosynthesis.g__Bifidobacterium.s__Bifidobacterium_adolescentis,1,FALSE
num_types_fruit_Cat,BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.chain.amino.acid.biosynthesis.g__Bifidobacterium.s__Bifidobacterium_longum,0.371093369522698,FALSE
num_types_fruit_Cat,BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.chain.amino.acid.biosynthesis.g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,0.371093369522698,FALSE
num_types_fruit_Cat,CALVIN.PWY..Calvin.Benson.Bassham.cycle,0.371093369522698,FALSE
num_types_fruit_Cat,COA.PWY.1..superpathway.of.coenzyme.A.biosynthesis.III..mammals.,1,FALSE
num_types_fruit_Cat,COA.PWY..coenzyme.A.biosynthesis.I..prokaryotic.,0.100348246462291,FALSE
num_types_fruit_Cat,COA.PWY..coenzyme.A.biosynthesis.I..prokaryotic..g__Bacteroides.s__Bacteroides_uniformis,NaN,FALSE
num_types_fruit_Cat,COA.PWY..coenzyme.A.biosynthesis.I..prokaryotic..g__Bifidobacterium.s__Bifidobacterium_adolescentis,1,FALSE
num_types_fruit_Cat,COA.PWY..coenzyme.A.biosynthesis.I..prokaryotic..g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,1,FALSE
num_types_fruit_Cat,COA.PWY..coenzyme.A.biosynthesis.I..prokaryotic..g__Blautia.s__Ruminococcus_torques,1,FALSE
num_types_fruit_Cat,COA.PWY..coenzyme.A.biosynthesis.I..prokaryotic..g__Lachnospiraceae_unclassified.s__Eubacterium_rectale,1,FALSE
num_types_fruit_Cat,COA.PWY..coenzyme.A.biosynthesis.I..prokaryotic..unclassified,NaN,FALSE
num_types_fruit_Cat,COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I,1,FALSE
num_types_fruit_Cat,COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I.g__Collinsella.s__Collinsella_aerofaciens,NaN,FALSE
num_types_fruit_Cat,COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis,0.18144920772142,FALSE
num_types_fruit_Cat,COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis.g__Bifidobacterium.s__Bifidobacterium_longum,1,FALSE
num_types_fruit_Cat,DAPLYSINESYN.PWY..L.lysine.biosynthesis.I,0.18144920772142,FALSE
num_types_fruit_Cat,DAPLYSINESYN.PWY..L.lysine.biosynthesis.I.g__Bifidobacterium.s__Bifidobacterium_adolescentis,1,FALSE
num_types_fruit_Cat,DAPLYSINESYN.PWY..L.lysine.biosynthesis.I.g__Bifidobacterium.s__Bifidobacterium_longum,1,FALSE
num_types_fruit_Cat,DAPLYSINESYN.PWY..L.lysine.biosynthesis.I.g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,1,FALSE
num_types_fruit_Cat,DTDPRHAMSYN.PWY..dTDP..beta..L.rhamnose.biosynthesis,0.00385729282994253,TRUE
num_types_fruit_Cat,DTDPRHAMSYN.PWY..dTDP..beta..L.rhamnose.biosynthesis.g__Bifidobacterium.s__Bifidobacterium_longum,0.371093369522698,FALSE
num_types_fruit_Cat,DTDPRHAMSYN.PWY..dTDP..beta..L.rhamnose.biosynthesis.g__Collinsella.s__Collinsella_aerofaciens,NaN,FALSE
num_types_fruit_Cat,DTDPRHAMSYN.PWY..dTDP..beta..L.rhamnose.biosynthesis.g__Faecalibacterium.s__Faecalibacterium_prausnitzii,1,FALSE
num_types_fruit_Cat,DTDPRHAMSYN.PWY..dTDP..beta..L.rhamnose.biosynthesis.unclassified,0.371093369522698,FALSE
num_types_fruit_Cat,FASYN.ELONG.PWY..fatty.acid.elongation....saturated,0.371093369522698,FALSE
num_types_fruit_Cat,FASYN.ELONG.PWY..fatty.acid.elongation....saturated.g__Bifidobacterium.s__Bifidobacterium_longum,1,FALSE
num_types_fruit_Cat,FASYN.ELONG.PWY..fatty.acid.elongation....saturated.unclassified,1,FALSE
num_types_fruit_Cat,FERMENTATION.PWY..mixed.acid.fermentation,0.371093369522698,FALSE
num_types_fruit_Cat,GALACTARDEG.PWY..D.galactarate.degradation.I,NaN,FALSE
num_types_fruit_Cat,GALACTARDEG.PWY..D.galactarate.degradation.I.unclassified,NaN,FALSE
num_types_fruit_Cat,GALACTITOLCAT.PWY..galactitol.degradation,1,FALSE
num_types_fruit_Cat,GALACTUROCAT.PWY..D.galacturonate.degradation.I,1,FALSE
num_types_fruit_Cat,GALACTUROCAT.PWY..D.galacturonate.degradation.I.unclassified,1,FALSE
num_types_fruit_Cat,GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation,0.18144920772142,FALSE
num_types_fruit_Cat,GLUCARDEG.PWY..D.glucarate.degradation.I,NaN,FALSE
num_types_fruit_Cat,GLUCARDEG.PWY..D.glucarate.degradation.I.unclassified,NaN,FALSE
num_types_fruit_Cat,GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation,NaN,FALSE
num_types_fruit_Cat,GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation.unclassified,NaN,FALSE
num_types_fruit_Cat,GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation,0.371093369522698,FALSE
num_types_fruit_Cat,GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation.g__Blautia.s__Blautia_obeum,1,FALSE
num_types_fruit_Cat,GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation.g__Blautia.s__Blautia_wexlerae,1,FALSE
num_types_fruit_Cat,GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation.unclassified,1,FALSE
num_types_fruit_Cat,GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronosides.degradation,1,FALSE
num_types_fruit_Cat,GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronosides.degradation.unclassified,1,FALSE
num_types_fruit_Cat,GLUTORN.PWY..L.ornithine.biosynthesis.I,0.0360316862182336,TRUE
num_types_fruit_Cat,GLUTORN.PWY..L.ornithine.biosynthesis.I.g__Bifidobacterium.s__Bifidobacterium_longum,1,FALSE
num_types_fruit_Cat,GLUTORN.PWY..L.ornithine.biosynthesis.I.g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,1,FALSE
num_types_fruit_Cat,GLYCOCAT.PWY..glycogen.degradation.I,0.371093369522698,FALSE
num_types_fruit_Cat,GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose.,0.00252617426850217,TRUE
num_types_fruit_Cat,GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..g__Bifidobacterium.s__Bifidobacterium_adolescentis,1,FALSE
num_types_fruit_Cat,GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..g__Bifidobacterium.s__Bifidobacterium_longum,1,FALSE
num_types_fruit_Cat,GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,0.371093369522698,FALSE
num_types_fruit_Cat,GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..g__Blautia.s__Blautia_obeum,0.371093369522698,FALSE
num_types_fruit_Cat,GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..g__Blautia.s__Blautia_wexlerae,1,FALSE
num_types_fruit_Cat,GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..g__Blautia.s__Ruminococcus_torques,NaN,FALSE
num_types_fruit_Cat,GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..g__Faecalibacterium.s__Faecalibacterium_prausnitzii,1,FALSE
num_types_fruit_Cat,GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..unclassified,0.100348246462291,FALSE
num_types_fruit_Cat,GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate.,1,FALSE
num_types_fruit_Cat,GLYOXYLATE.BYPASS..glyoxylate.cycle,1,FALSE
num_types_fruit_Cat,GLYOXYLATE.BYPASS..glyoxylate.cycle.unclassified,1,FALSE
num_types_fruit_Cat,HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.hydroxypentadienoate,1,FALSE
num_types_fruit_Cat,HEME.BIOSYNTHESIS.II.1..heme.b.biosynthesis.V..aerobic.,1,FALSE
num_types_fruit_Cat,HEME.BIOSYNTHESIS.II..heme.b.biosynthesis.I..aerobic.,1,FALSE
num_types_fruit_Cat,HEMESYN2.PWY..heme.b.biosynthesis.II..oxygen.independent.,1,FALSE
num_types_fruit_Cat,HEMESYN2.PWY..heme.b.biosynthesis.II..oxygen.independent..unclassified,1,FALSE
num_types_fruit_Cat,HISTSYN.PWY..L.histidine.biosynthesis,0.371093369522698,FALSE
num_types_fruit_Cat,HISTSYN.PWY..L.histidine.biosynthesis.g__Bifidobacterium.s__Bifidobacterium_longum,1,FALSE
num_types_fruit_Cat,HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I,1,FALSE
num_types_fruit_Cat,HSERMETANA.PWY..L.methionine.biosynthesis.III,0.0590582290905367,FALSE
num_types_fruit_Cat,HSERMETANA.PWY..L.methionine.biosynthesis.III.g__Bifidobacterium.s__Bifidobacterium_longum,1,FALSE
num_types_fruit_Cat,HSERMETANA.PWY..L.methionine.biosynthesis.III.unclassified,NaN,FALSE
num_types_fruit_Cat,ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine.,0.00915168885265007,TRUE
num_types_fruit_Cat,ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine..g__Bifidobacterium.s__Bifidobacterium_adolescentis,1,FALSE
num_types_fruit_Cat,ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine..g__Bifidobacterium.s__Bifidobacterium_longum,0.371093369522698,FALSE
num_types_fruit_Cat,ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine..g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,0.371093369522698,FALSE
num_types_fruit_Cat,ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine..g__Blautia.s__Blautia_obeum,1,FALSE
num_types_fruit_Cat,ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine..unclassified,1,FALSE
num_types_fruit_Cat,LACTOSECAT.PWY..lactose.and.galactose.degradation.I,0.371093369522698,FALSE
num_types_fruit_Cat,LACTOSECAT.PWY..lactose.and.galactose.degradation.I.g__Collinsella.s__Collinsella_aerofaciens,1,FALSE
num_types_fruit_Cat,LIPASYN.PWY..phospholipases,NaN,FALSE
num_types_fruit_Cat,LIPASYN.PWY..phospholipases.unclassified,NaN,FALSE
num_types_fruit_Cat,NAGLIPASYN.PWY..lipid.IVA.biosynthesis..E..coli.,1,FALSE
num_types_fruit_Cat,NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I,0.18144920772142,FALSE
num_types_fruit_Cat,NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I.g__Bifidobacterium.s__Bifidobacterium_longum,1,FALSE
num_types_fruit_Cat,NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..I,0.0224942712224497,TRUE
num_types_fruit_Cat,NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..I.g__Collinsella.s__Collinsella_aerofaciens,1,FALSE
num_types_fruit_Cat,NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..I.unclassified,1,FALSE
num_types_fruit_Cat,OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli.,0.100348246462291,FALSE
num_types_fruit_Cat,OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli..g__Collinsella.s__Collinsella_aerofaciens,NaN,FALSE
num_types_fruit_Cat,ORNDEG.PWY..superpathway.of.ornithine.degradation,1,FALSE
num_types_fruit_Cat,ORNDEG.PWY..superpathway.of.ornithine.degradation.unclassified,1,FALSE
num_types_fruit_Cat,P124.PWY..Bifidobacterium.shunt,0.371093369522698,FALSE
num_types_fruit_Cat,P124.PWY..Bifidobacterium.shunt.g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,0.371093369522698,FALSE
num_types_fruit_Cat,P124.PWY..Bifidobacterium.shunt.g__Collinsella.s__Collinsella_aerofaciens,NaN,FALSE
num_types_fruit_Cat,P161.PWY..acetylene.degradation..anaerobic.,NaN,FALSE
num_types_fruit_Cat,P41.PWY..pyruvate.fermentation.to.acetate.and..S..lactate.I,0.18144920772142,FALSE
num_types_fruit_Cat,P41.PWY..pyruvate.fermentation.to.acetate.and..S..lactate.I.g__Bifidobacterium.s__Bifidobacterium_adolescentis,1,FALSE
num_types_fruit_Cat,P41.PWY..pyruvate.fermentation.to.acetate.and..S..lactate.I.g__Bifidobacterium.s__Bifidobacterium_longum,1,FALSE
num_types_fruit_Cat,P41.PWY..pyruvate.fermentation.to.acetate.and..S..lactate.I.g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,1,FALSE
num_types_fruit_Cat,P461.PWY..hexitol.fermentation.to.lactate..formate..ethanol.and.acetate,1,FALSE
num_types_fruit_Cat,P461.PWY..hexitol.fermentation.to.lactate..formate..ethanol.and.acetate.g__Citrobacter.s__Citrobacter_freundii,NaN,FALSE
num_types_fruit_Cat,PANTO.PWY..phosphopantothenate.biosynthesis.I,0.371093369522698,FALSE
num_types_fruit_Cat,PANTO.PWY..phosphopantothenate.biosynthesis.I.unclassified,1,FALSE
num_types_fruit_Cat,PENTOSE.P.PWY..pentose.phosphate.pathway,1,FALSE
num_types_fruit_Cat,PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.,0.18144920772142,FALSE
num_types_fruit_Cat,PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Bifidobacterium.s__Bifidobacterium_longum,1,FALSE
num_types_fruit_Cat,PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,1,FALSE
num_types_fruit_Cat,PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria.,0.371093369522698,FALSE
num_types_fruit_Cat,POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I,NaN,FALSE
num_types_fruit_Cat,PPGPPMET.PWY..ppGpp.metabolism,NaN,FALSE
num_types_fruit_Cat,PWY.1042..glycolysis.IV,0.0360316862182336,TRUE
num_types_fruit_Cat,PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis,1,FALSE
num_types_fruit_Cat,PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis.unclassified,1,FALSE
num_types_fruit_Cat,PWY.241..C4.photosynthetic.carbon.assimilation.cycle..NADP.ME.type,1,FALSE
num_types_fruit_Cat,PWY.2942..L.lysine.biosynthesis.III,1,FALSE
num_types_fruit_Cat,PWY.3841..folate.transformations.II..plants.,0.100348246462291,FALSE
num_types_fruit_Cat,PWY.3841..folate.transformations.II..plants..g__Bifidobacterium.s__Bifidobacterium_longum,1,FALSE
num_types_fruit_Cat,PWY.4041...gamma..glutamyl.cycle,0.371093369522698,FALSE
num_types_fruit_Cat,PWY.4041...gamma..glutamyl.cycle.g__Bifidobacterium.s__Bifidobacterium_longum,1,FALSE
num_types_fruit_Cat,PWY.4041...gamma..glutamyl.cycle.unclassified,1,FALSE
num_types_fruit_Cat,PWY.5097..L.lysine.biosynthesis.VI,0.0590582290905367,FALSE
num_types_fruit_Cat,PWY.5097..L.lysine.biosynthesis.VI.g__Bifidobacterium.s__Bifidobacterium_adolescentis,1,FALSE
num_types_fruit_Cat,PWY.5097..L.lysine.biosynthesis.VI.g__Bifidobacterium.s__Bifidobacterium_longum,1,FALSE
num_types_fruit_Cat,PWY.5097..L.lysine.biosynthesis.VI.g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,1,FALSE
num_types_fruit_Cat,PWY.5097..L.lysine.biosynthesis.VI.unclassified,1,FALSE
num_types_fruit_Cat,PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II,0.18144920772142,FALSE
num_types_fruit_Cat,PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II.g__Bifidobacterium.s__Bifidobacterium_adolescentis,1,FALSE
num_types_fruit_Cat,PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II.g__Bifidobacterium.s__Bifidobacterium_longum,1,FALSE
num_types_fruit_Cat,PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II.g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,1,FALSE
num_types_fruit_Cat,PWY.5103..L.isoleucine.biosynthesis.III,0.00592153702414871,TRUE
num_types_fruit_Cat,PWY.5103..L.isoleucine.biosynthesis.III.g__Bifidobacterium.s__Bifidobacterium_adolescentis,1,FALSE
num_types_fruit_Cat,PWY.5103..L.isoleucine.biosynthesis.III.g__Bifidobacterium.s__Bifidobacterium_longum,0.371093369522698,FALSE
num_types_fruit_Cat,PWY.5103..L.isoleucine.biosynthesis.III.g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,0.371093369522698,FALSE
num_types_fruit_Cat,PWY.5103..L.isoleucine.biosynthesis.III.g__Blautia.s__Blautia_obeum,1,FALSE
num_types_fruit_Cat,PWY.5103..L.isoleucine.biosynthesis.III.unclassified,0.371093369522698,FALSE
num_types_fruit_Cat,PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.,1,FALSE
num_types_fruit_Cat,PWY.5367..petroselinate.biosynthesis,1,FALSE
num_types_fruit_Cat,PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase.,0.0224942712224497,TRUE
num_types_fruit_Cat,PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase..g__Bifidobacterium.s__Bifidobacterium_adolescentis,1,FALSE
num_types_fruit_Cat,PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase..g__Bifidobacterium.s__Bifidobacterium_longum,0.18144920772142,FALSE
num_types_fruit_Cat,PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase..g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,0.371093369522698,FALSE
num_types_fruit_Cat,PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase..unclassified,0.371093369522698,FALSE
num_types_fruit_Cat,PWY.5484..glycolysis.II..from.fructose.6.phosphate.,1,FALSE
num_types_fruit_Cat,PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation,1,FALSE
num_types_fruit_Cat,PWY.5656..mannosylglycerate.biosynthesis.I,1,FALSE
num_types_fruit_Cat,PWY.5656..mannosylglycerate.biosynthesis.I.g__Escherichia.s__Escherichia_coli,1,FALSE
num_types_fruit_Cat,PWY.5659..GDP.mannose.biosynthesis,0.18144920772142,FALSE
num_types_fruit_Cat,PWY.5659..GDP.mannose.biosynthesis.g__Lachnospiraceae_unclassified.s__Eubacterium_rectale,NaN,FALSE
num_types_fruit_Cat,PWY.5659..GDP.mannose.biosynthesis.unclassified,1,FALSE
num_types_fruit_Cat,PWY.5667..CDP.diacylglycerol.biosynthesis.I,0.100348246462291,FALSE
num_types_fruit_Cat,PWY.5667..CDP.diacylglycerol.biosynthesis.I.g__Escherichia.s__Escherichia_coli,1,FALSE
num_types_fruit_Cat,PWY.5667..CDP.diacylglycerol.biosynthesis.I.g__Faecalibacterium.s__Faecalibacterium_prausnitzii,1,FALSE
num_types_fruit_Cat,PWY.5667..CDP.diacylglycerol.biosynthesis.I.unclassified,0.371093369522698,FALSE
num_types_fruit_Cat,PWY.5676..acetyl.CoA.fermentation.to.butanoate.II,1,FALSE
num_types_fruit_Cat,PWY.5686..UMP.biosynthesis.I,0.0224942712224497,TRUE
num_types_fruit_Cat,PWY.5686..UMP.biosynthesis.I.g__Bifidobacterium.s__Bifidobacterium_adolescentis,1,FALSE
num_types_fruit_Cat,PWY.5686..UMP.biosynthesis.I.g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,1,FALSE
num_types_fruit_Cat,PWY.5686..UMP.biosynthesis.I.g__Collinsella.s__Collinsella_aerofaciens,NaN,FALSE
num_types_fruit_Cat,PWY.5686..UMP.biosynthesis.I.unclassified,1,FALSE
num_types_fruit_Cat,PWY.5695..inosine.5..phosphate.degradation,0.0590582290905367,FALSE
num_types_fruit_Cat,PWY.5695..inosine.5..phosphate.degradation.g__Citrobacter.s__Citrobacter_freundii,NaN,FALSE
num_types_fruit_Cat,PWY.5695..inosine.5..phosphate.degradation.g__Escherichia.s__Escherichia_coli,NaN,FALSE
num_types_fruit_Cat,PWY.5695..inosine.5..phosphate.degradation.unclassified,1,FALSE
num_types_fruit_Cat,PWY.5913..partial.TCA.cycle..obligate.autotrophs.,0.371093369522698,FALSE
num_types_fruit_Cat,PWY.5941..glycogen.degradation.II,0.0142661867014469,TRUE
num_types_fruit_Cat,PWY.5941..glycogen.degradation.II.g__Bifidobacterium.s__Bifidobacterium_adolescentis,1,FALSE
num_types_fruit_Cat,PWY.5941..glycogen.degradation.II.g__Bifidobacterium.s__Bifidobacterium_longum,1,FALSE
num_types_fruit_Cat,PWY.5941..glycogen.degradation.II.g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,0.371093369522698,FALSE
num_types_fruit_Cat,PWY.5941..glycogen.degradation.II.g__Blautia.s__Blautia_obeum,1,FALSE
num_types_fruit_Cat,PWY.5941..glycogen.degradation.II.g__Blautia.s__Blautia_wexlerae,1,FALSE
num_types_fruit_Cat,PWY.5941..glycogen.degradation.II.unclassified,0.18144920772142,FALSE
num_types_fruit_Cat,PWY.5971..palmitate.biosynthesis..type.II.fatty.acid.synthase.,1,FALSE
num_types_fruit_Cat,PWY.5973..cis.vaccenate.biosynthesis,1,FALSE
num_types_fruit_Cat,PWY.5973..cis.vaccenate.biosynthesis.unclassified,1,FALSE
num_types_fruit_Cat,PWY.5989..stearate.biosynthesis.II..bacteria.and.plants.,1,FALSE
num_types_fruit_Cat,PWY.5989..stearate.biosynthesis.II..bacteria.and.plants..unclassified,1,FALSE
num_types_fruit_Cat,PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I,0.0590582290905367,FALSE
num_types_fruit_Cat,PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum,1,FALSE
num_types_fruit_Cat,PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Collinsella.s__Collinsella_aerofaciens,NaN,FALSE
num_types_fruit_Cat,PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.unclassified,1,FALSE
